"Player","Tm","Age","G","win_pct","MP","FG","FGA","X3P","X3PA","FT","FTA","TRB","AST","STL","BLK","PTS","Year","X2P","X2PA","MP_pg","FG_pg","FGA_pg","X3P_pg","X3PA_pg","X2P_pg","X2PA_pg","FT_pg","FTA_pg","TRB_pg","AST_pg","STL_pg","BLK_pg","PTS_pg","Pos","PER","BPM","VORP"
"Nathan Mensah","CHA",26,25,0.12,306.641666666667,12,28,0,0,9,12,65,9,6,14,33,2024,12,28,12.2656666666667,0.48,1.12,0,0,0.48,1.12,0.36,0.48,2.6,0.36,0.24,0.56,1.32,"C",5,-8.8,-0.5
"Naz Reid","MIN",24,81,0.691,1963.82833333333,406,851,169,408,109,148,423,106,63,73,1090,2024,237,443,24.2447942386831,5.01234567901235,10.5061728395062,2.08641975308642,5.03703703703704,2.92592592592593,5.46913580246914,1.34567901234568,1.82716049382716,5.22222222222222,1.30864197530864,0.777777777777778,0.901234567901235,13.4567901234568,"C",16,1.5,1.7
"Neemias Queta","BOS",24,28,0.857,333.216666666667,67,104,0,0,20,28,122,20,13,21,154,2024,67,104,11.9005952380952,2.39285714285714,3.71428571428571,0,0,2.39285714285714,3.71428571428571,0.714285714285714,1,4.35714285714286,0.714285714285714,0.464285714285714,0.75,5.5,"C",22.9,1.5,0.3
"Nic Claxton","BKN",25,71,0.38,2115.66333333333,366,582,1,5,108,196,706,147,46,146,841,2024,365,577,29.7980751173708,5.15492957746479,8.19718309859155,0.0140845070422535,0.0704225352112676,5.14084507042254,8.12676056338028,1.52112676056338,2.76056338028169,9.94366197183099,2.07042253521127,0.647887323943662,2.05633802816901,11.8450704225352,"C",18.7,1.2,1.7
"Nick Richards","CHA",26,67,0.209,1758.73666666667,260,376,0,1,132,179,539,54,26,74,652,2024,260,375,26.2498009950249,3.88059701492537,5.61194029850746,0,0.0149253731343284,3.88059701492537,5.59701492537313,1.97014925373134,2.67164179104478,8.04477611940299,0.805970149253731,0.388059701492537,1.1044776119403,9.73134328358209,"C",16.7,-2.3,-0.1
"Nick Smith Jr.","CHA",20,51,0.176,728.71,113,289,63,146,13,15,72,59,10,7,302,2024,50,143,14.288431372549,2.2156862745098,5.66666666666667,1.23529411764706,2.86274509803922,0.980392156862745,2.80392156862745,0.254901960784314,0.294117647058824,1.41176470588235,1.15686274509804,0.196078431372549,0.137254901960784,5.92156862745098,"SG",8.1,-5.9,-0.7
"Nickeil Alexander-Walker","MIN",25,82,0.683,1920.91833333333,236,538,131,335,52,65,167,204,64,42,655,2024,105,203,23.4258333333333,2.8780487804878,6.5609756097561,1.59756097560976,4.08536585365854,1.28048780487805,2.47560975609756,0.634146341463415,0.792682926829268,2.03658536585366,2.48780487804878,0.780487804878049,0.51219512195122,7.98780487804878,"SG",10.9,0.2,1.1
"Nicolas Batum","PHI",35,60,0.6,1529.58666666667,116,256,73,185,15,21,248,128,48,38,320,2024,43,71,25.4931111111112,1.93333333333333,4.26666666666667,1.21666666666667,3.08333333333333,0.716666666666667,1.18333333333333,0.25,0.35,4.13333333333333,2.13333333333333,0.8,0.633333333333333,5.33333333333333,"PF",10.2,-0.4,0.6
"Noah Clowney","BKN",19,23,0.435,369.858333333333,50,93,12,33,21,30,81,18,8,16,133,2024,38,60,16.0807971014493,2.17391304347826,4.04347826086957,0.521739130434783,1.43478260869565,1.65217391304348,2.60869565217391,0.91304347826087,1.30434782608696,3.52173913043478,0.782608695652174,0.347826086956522,0.695652173913043,5.78260869565217,"PF",14.2,-0.7,0.1
"Norman Powell","LAC",31,76,0.632,1990.37833333333,373,768,167,384,143,172,195,82,43,22,1056,2024,206,384,26.1891885964912,4.90789473684211,10.1052631578947,2.19736842105263,5.05263157894737,2.71052631578947,5.05263157894737,1.88157894736842,2.26315789473684,2.56578947368421,1.07894736842105,0.565789473684211,0.289473684210526,13.8947368421053,"SG",13.9,-0.8,0.6
"Obi Toppin","IND",26,82,0.573,1730.60166666667,332,579,102,253,77,100,320,128,47,43,843,2024,230,326,21.1048983739838,4.04878048780488,7.0609756097561,1.24390243902439,3.08536585365854,2.80487804878049,3.97560975609756,0.939024390243902,1.21951219512195,3.90243902439024,1.5609756097561,0.573170731707317,0.524390243902439,10.280487804878,"PF",16.5,1.5,1.5
"Ochai Agbaji","TOR",24,78,0.397,1641.61166666667,178,433,62,211,37,56,216,83,47,44,455,2024,116,222,21.0463034188035,2.28205128205128,5.55128205128205,0.794871794871795,2.70512820512821,1.48717948717949,2.84615384615385,0.474358974358974,0.717948717948718,2.76923076923077,1.06410256410256,0.602564102564103,0.564102564102564,5.83333333333333,"SG",7.7,-4.4,-1
"OG Anunoby","NYK",26,50,0.62,1702.035,282,577,102,267,67,89,208,107,68,36,733,2024,180,310,34.0407,5.64,11.54,2.04,5.34,3.6,6.2,1.34,1.78,4.16,2.14,1.36,0.72,14.66,"SF",12.8,-0.6,0.6
"Olivier Sarr","OKC",25,15,0.533,98.2016666666667,11,19,2,6,10,15,36,2,0,7,34,2024,9,13,6.54677777777778,0.733333333333333,1.26666666666667,0.133333333333333,0.4,0.6,0.866666666666667,0.666666666666667,1,2.4,0.133333333333333,0,0.466666666666667,2.26666666666667,"C",14.8,-2.6,0
"Olivier-Maxence Prosper","DAL",21,40,0.6,336.211666666667,40,104,13,45,28,41,79,22,7,4,121,2024,27,59,8.40529166666667,1,2.6,0.325,1.125,0.675,1.475,0.7,1.025,1.975,0.55,0.175,0.1,3.025,"PF",11.6,-2.9,-0.1
"Omer Yurtseven","UTA",26,48,0.354,545.101666666667,99,184,5,24,19,28,208,29,8,18,222,2024,94,160,11.3562847222222,2.0625,3.83333333333333,0.104166666666667,0.5,1.95833333333333,3.33333333333333,0.395833333333333,0.583333333333333,4.33333333333333,0.604166666666667,0.166666666666667,0.375,4.625,"C",15,-3,-0.1
"Onuralp Bitim","CHI",25,23,0.478,267.991666666667,32,84,12,44,4,5,32,13,3,2,80,2024,20,40,11.6518115942029,1.39130434782609,3.65217391304348,0.521739130434783,1.91304347826087,0.869565217391304,1.73913043478261,0.173913043478261,0.217391304347826,1.39130434782609,0.565217391304348,0.130434782608696,0.0869565217391304,3.47826086956522,"SG",5,-7.4,-0.4
"Onyeka Okongwu","ATL",23,55,0.418,1404.73666666667,223,365,23,69,92,116,376,74,26,60,561,2024,200,296,25.5406666666667,4.05454545454545,6.63636363636364,0.418181818181818,1.25454545454545,3.63636363636364,5.38181818181818,1.67272727272727,2.10909090909091,6.83636363636364,1.34545454545455,0.472727272727273,1.09090909090909,10.2,"C",16.9,-0.4,0.5
"Orlando Robinson","MIA",23,36,0.556,303.69,36,72,8,15,19,25,84,34,7,8,99,2024,28,57,8.43583333333333,1,2,0.222222222222222,0.416666666666667,0.777777777777778,1.58333333333333,0.527777777777778,0.694444444444444,2.33333333333333,0.944444444444444,0.194444444444444,0.222222222222222,2.75,"C",14,-1.1,0.1
"Oscar Tshiebwe","IND",24,8,0.25,41.9166666666667,10,20,0,0,6,8,16,2,2,1,26,2024,10,20,5.23958333333334,1.25,2.5,0,0,1.25,2.5,0.75,1,2,0.25,0.25,0.125,3.25,"PF",24.8,2.2,0
"Oshae Brissett","BOS",26,55,0.836,630.165,68,153,15,55,50,83,160,44,19,8,201,2024,53,98,11.4575454545455,1.23636363636364,2.78181818181818,0.272727272727273,1,0.963636363636364,1.78181818181818,0.909090909090909,1.50909090909091,2.90909090909091,0.8,0.345454545454545,0.145454545454545,3.65454545454545,"SF",12.8,-1.8,0
"Otto Porter Jr.","TOR",31,15,0.4,174.073333333333,14,33,8,23,3,3,29,8,5,5,39,2024,6,10,11.6048888888889,0.933333333333333,2.2,0.533333333333333,1.53333333333333,0.4,0.666666666666667,0.2,0.2,1.93333333333333,0.533333333333333,0.333333333333333,0.333333333333333,2.6,"SF",8.7,-3.2,-0.1
"Ousmane Dieng","OKC",21,33,0.636,364.953333333333,49,116,21,70,14,16,51,37,8,5,133,2024,28,46,11.0591919191919,1.48484848484848,3.51515151515152,0.636363636363636,2.12121212121212,0.848484848484849,1.39393939393939,0.424242424242424,0.484848484848485,1.54545454545455,1.12121212121212,0.242424242424242,0.151515151515152,4.03030303030303,"PF",10.1,-3,-0.1
"P.J. Tucker","LAC",39,31,0.419,486.313333333333,18,50,13,35,3,3,85,16,16,7,52,2024,5,15,15.6875268817204,0.580645161290323,1.61290322580645,0.419354838709677,1.12903225806452,0.161290322580645,0.483870967741935,0.0967741935483871,0.0967741935483871,2.74193548387097,0.516129032258065,0.516129032258065,0.225806451612903,1.67741935483871,"PF",5.9,-3.6,-0.2
"P.J. Washington","DAL",25,73,0.411,2220.67833333333,354,811,132,413,99,145,411,141,72,59,939,2024,222,398,30.4202511415525,4.84931506849315,11.1095890410959,1.80821917808219,5.65753424657534,3.04109589041096,5.45205479452055,1.35616438356164,1.98630136986301,5.63013698630137,1.93150684931507,0.986301369863014,0.808219178082192,12.8630136986301,"PF",12.2,-2.1,-0.1
"Paolo Banchero","ORL",21,80,0.575,2798.70166666667,640,1407,119,351,405,559,554,431,71,47,1804,2024,521,1056,34.9837708333334,8,17.5875,1.4875,4.3875,6.5125,13.2,5.0625,6.9875,6.925,5.3875,0.8875,0.5875,22.55,"PF",17.3,1.3,2.3
"Pascal Siakam","IND",30,80,0.475,2657.88833333333,681,1271,85,246,290,396,565,342,63,25,1737,2024,596,1025,33.2236041666666,8.5125,15.8875,1.0625,3.075,7.45,12.8125,3.625,4.95,7.0625,4.275,0.7875,0.3125,21.7125,"PF",19.7,1.9,2.7
"Pat Connaughton","MIL",31,76,0.592,1676.28,151,347,82,238,44,58,239,161,40,19,428,2024,69,109,22.0563157894737,1.98684210526316,4.56578947368421,1.07894736842105,3.13157894736842,0.907894736842105,1.43421052631579,0.578947368421053,0.763157894736842,3.14473684210526,2.11842105263158,0.526315789473684,0.25,5.63157894736842,"SF",9.6,-1.6,0.2
"Pat Spencer","GSW",27,6,0.667,25.65,2,4,0,2,0,0,4,5,0,0,4,2024,2,2,4.275,0.333333333333333,0.666666666666667,0,0.333333333333333,0.333333333333333,0.333333333333333,0,0,0.666666666666667,0.833333333333333,0,0,0.666666666666667,"PG",9.4,-6.4,0
"Patrick Baldwin Jr.","WAS",21,38,0.158,493.508333333333,59,155,31,97,19,28,123,29,18,15,168,2024,28,58,12.9870614035088,1.55263157894737,4.07894736842105,0.815789473684211,2.55263157894737,0.736842105263158,1.52631578947368,0.5,0.736842105263158,3.23684210526316,0.763157894736842,0.473684210526316,0.394736842105263,4.42105263157895,"SF",9.7,-4.6,-0.3
"Patrick Beverley","MIL",35,73,0.589,1462.51166666667,158,379,61,181,74,90,239,212,43,31,451,2024,97,198,20.0344063926941,2.16438356164384,5.19178082191781,0.835616438356164,2.47945205479452,1.32876712328767,2.71232876712329,1.01369863013699,1.23287671232877,3.27397260273973,2.9041095890411,0.589041095890411,0.424657534246575,6.17808219178082,"PG",11.6,-1.1,0.3
"Patrick Williams","CHI",22,43,0.442,1174.085,159,359,59,148,52,66,166,66,40,33,429,2024,100,211,27.3043023255814,3.69767441860465,8.34883720930233,1.37209302325581,3.44186046511628,2.32558139534884,4.90697674418605,1.2093023255814,1.53488372093023,3.86046511627907,1.53488372093023,0.930232558139535,0.767441860465116,9.97674418604651,"PF",11,-2.3,-0.1
"Patty Mills","MIA",35,32,0.469,415.315,46,131,24,87,11,11,35,34,20,1,127,2024,22,44,12.97859375,1.4375,4.09375,0.75,2.71875,0.6875,1.375,0.34375,0.34375,1.09375,1.0625,0.625,0.03125,3.96875,"PG",7.2,-4.6,-0.3
"Paul George","LAC",34,74,0.649,2501.76666666667,582,1236,243,588,264,291,388,262,113,37,1671,2024,339,648,33.8076576576577,7.86486486486486,16.7027027027027,3.28378378378378,7.94594594594595,4.58108108108108,8.75675675675676,3.56756756756757,3.93243243243243,5.24324324324324,3.54054054054054,1.52702702702703,0.5,22.5810810810811,"PF",19.3,3.2,3.3
"Paul Reed","PHI",25,82,0.573,1589.50166666667,259,480,21,57,61,85,488,109,67,84,600,2024,238,423,19.3841666666667,3.15853658536585,5.85365853658537,0.25609756097561,0.695121951219512,2.90243902439024,5.15853658536585,0.74390243902439,1.03658536585366,5.95121951219512,1.32926829268293,0.817073170731707,1.02439024390244,7.31707317073171,"C",17.4,0.4,0.9
"Payton Pritchard","BOS",26,82,0.78,1825.73333333333,297,635,147,382,46,56,265,281,39,6,787,2024,150,253,22.2650406504065,3.6219512195122,7.74390243902439,1.79268292682927,4.65853658536585,1.82926829268293,3.08536585365854,0.560975609756098,0.682926829268293,3.23170731707317,3.42682926829268,0.475609756097561,0.0731707317073171,9.59756097560976,"PG",15.3,1,1.4
"Pete Nance","CLE",24,8,0.375,27.35,1,6,1,1,0,2,3,0,1,0,3,2024,0,5,3.41875,0.125,0.75,0.125,0.125,0,0.625,0,0.25,0.375,0,0.125,0,0.375,"PF",-3.9,-15.2,-0.1
"Peyton Watson","DEN",21,80,0.7,1487.83666666667,208,447,45,152,71,106,258,86,42,88,532,2024,163,295,18.5979583333334,2.6,5.5875,0.5625,1.9,2.0375,3.6875,0.8875,1.325,3.225,1.075,0.525,1.1,6.65,"SF",11.8,-2.2,-0.1
"Precious Achiuwa","NYK",24,74,0.541,1623.75333333333,235,469,26,97,69,112,487,97,46,68,565,2024,209,372,21.9426126126126,3.17567567567568,6.33783783783784,0.351351351351351,1.31081081081081,2.82432432432432,5.02702702702703,0.932432432432432,1.51351351351351,6.58108108108108,1.31081081081081,0.621621621621622,0.918918918918919,7.63513513513514,"PF",14.6,-1.4,0.2
"Quentin Grimes","DET",24,51,0.627,1024.94333333333,122,328,81,240,34,45,100,66,35,7,359,2024,41,88,20.0969281045751,2.3921568627451,6.43137254901961,1.58823529411765,4.70588235294118,0.803921568627451,1.72549019607843,0.666666666666667,0.882352941176471,1.96078431372549,1.29411764705882,0.686274509803922,0.137254901960784,7.03921568627451,"SG",8.9,-2.2,-0.1
"Quenton Jackson","IND",25,3,1,10.5333333333333,0,1,0,0,2,2,4,2,1,0,2,2024,0,1,3.5111111111111,0,0.333333333333333,0,0,0,0.333333333333333,0.666666666666667,0.666666666666667,1.33333333333333,0.666666666666667,0.333333333333333,0,0.666666666666667,"PG",16.1,3.3,0
"R.J. Hampton","MIA",23,8,0.375,76.0216666666667,4,14,1,8,1,2,6,8,0,0,10,2024,3,6,9.50270833333334,0.5,1.75,0.125,1,0.375,0.75,0.125,0.25,0.75,1,0,0,1.25,"PG",0.9,-9.5,-0.1
"RaiQuan Gray","SAS",24,3,0.667,39.0333333333333,10,17,3,7,0,0,7,6,1,1,23,2024,7,10,13.0111111111111,3.33333333333333,5.66666666666667,1,2.33333333333333,2.33333333333333,3.33333333333333,0,0,2.33333333333333,2,0.333333333333333,0.333333333333333,7.66666666666667,"PF",22.7,7.4,0.1
"Rayan Rupert","POR",20,39,0.179,633.225,54,161,28,78,19,25,92,62,12,3,155,2024,26,83,16.2365384615385,1.38461538461538,4.12820512820513,0.717948717948718,2,0.666666666666667,2.12820512820513,0.487179487179487,0.641025641025641,2.35897435897436,1.58974358974359,0.307692307692308,0.0769230769230769,3.97435897435897,"SG",5.8,-6.7,-0.8
"Reggie Jackson","DEN",34,82,0.695,1816.82,326,756,102,284,79,98,155,308,44,12,833,2024,224,472,22.1563414634146,3.97560975609756,9.21951219512195,1.24390243902439,3.46341463414634,2.73170731707317,5.75609756097561,0.963414634146341,1.19512195121951,1.89024390243902,3.75609756097561,0.536585365853659,0.146341463414634,10.1585365853659,"PG",11.7,-3.2,-0.6
"Richaun Holmes","WAS",30,40,0.325,554.11,82,147,1,3,34,47,182,25,11,19,199,2024,81,144,13.85275,2.05,3.675,0.025,0.075,2.025,3.6,0.85,1.175,4.55,0.625,0.275,0.475,4.975,"C",14.5,-3.3,-0.2
"Ricky Council IV","PHI",22,32,0.469,288.64,54,112,12,32,53,71,46,16,8,1,173,2024,42,80,9.02,1.6875,3.5,0.375,1,1.3125,2.5,1.65625,2.21875,1.4375,0.5,0.25,0.03125,5.40625,"SG",18.6,1.3,0.2
"RJ Barrett","TOR",24,58,0.448,1838.13333333333,436,880,90,250,208,291,315,193,31,22,1170,2024,346,630,31.6919540229884,7.51724137931035,15.1724137931034,1.55172413793103,4.31034482758621,5.96551724137931,10.8620689655172,3.58620689655172,5.01724137931035,5.43103448275862,3.32758620689655,0.53448275862069,0.379310344827586,20.1724137931034,"SG",16.4,-0.8,0.6
"Robert Covington","PHI",33,29,0.69,488.415,43,98,19,56,22,26,97,24,39,18,127,2024,24,42,16.8418965517241,1.48275862068966,3.37931034482759,0.655172413793103,1.93103448275862,0.827586206896552,1.44827586206897,0.758620689655172,0.896551724137931,3.3448275862069,0.827586206896552,1.3448275862069,0.620689655172414,4.37931034482759,"SF",13.6,2.2,0.5
"Robin Lopez","MIL",36,16,0.625,64.73,7,19,2,8,2,2,5,4,1,3,18,2024,5,11,4.045625,0.4375,1.1875,0.125,0.5,0.3125,0.6875,0.125,0.125,0.3125,0.25,0.0625,0.1875,1.125,"C",6.6,-6.1,-0.1
"Ron Harper Jr.","TOR",24,1,1,3.65,0,0,0,0,0,0,0,1,0,0,0,2024,0,0,3.65,0,0,0,0,0,0,0,0,0,1,0,0,0,"PF",0,-8.8,0
"Royce O'Neale","PHX",31,79,0.481,1954.24166666667,214,539,156,422,24,35,377,219,59,44,608,2024,58,117,24.7372362869199,2.70886075949367,6.82278481012658,1.9746835443038,5.34177215189873,0.734177215189873,1.48101265822785,0.30379746835443,0.443037974683544,4.77215189873418,2.77215189873418,0.746835443037975,0.556962025316456,7.69620253164557,"SF",11.1,0,1
"Rudy Gobert","MIN",32,76,0.697,2593.11333333333,406,614,0,3,249,390,982,102,52,162,1061,2024,406,611,34.1199122807017,5.34210526315789,8.07894736842105,0,0.0394736842105263,5.34210526315789,8.03947368421053,3.27631578947368,5.13157894736842,12.9210526315789,1.34210526315789,0.684210526315789,2.13157894736842,13.9605263157895,"C",19.3,1.8,2.5
"Rui Hachimura","LAL",26,68,0.588,1825.49333333333,363,676,98,232,99,134,294,81,41,25,923,2024,265,444,26.8454901960784,5.33823529411765,9.94117647058824,1.44117647058824,3.41176470588235,3.89705882352941,6.52941176470588,1.45588235294118,1.97058823529412,4.32352941176471,1.19117647058824,0.602941176470588,0.367647058823529,13.5735294117647,"PF",15,-0.9,0.5
"Russell Westbrook","LAC",35,68,0.662,1528.81666666667,301,663,42,154,110,160,343,306,74,23,754,2024,259,509,22.4825980392157,4.42647058823529,9.75,0.617647058823529,2.26470588235294,3.80882352941176,7.48529411764706,1.61764705882353,2.35294117647059,5.04411764705882,4.5,1.08823529411765,0.338235294117647,11.0882352941176,"PG",16.2,0.5,1
"Ryan Arcidiacono","NYK",30,20,0.75,45.155,0,6,0,6,0,0,8,4,2,0,0,2024,0,0,2.25775,0,0.3,0,0.3,0,0,0,0,0.4,0.2,0.1,0,0,"PG",-2,-9.6,-0.1
"Ryan Rollins","MIL",21,13,0.077,77.85,14,27,3,4,13,17,13,14,10,3,44,2024,11,23,5.98846153846154,1.07692307692308,2.07692307692308,0.230769230769231,0.307692307692308,0.846153846153846,1.76923076923077,1,1.30769230769231,1,1.07692307692308,0.769230769230769,0.230769230769231,3.38461538461538,"PG",22,5.7,0.2
"Saben Lee","PHX",25,24,0.625,184.971666666667,20,55,2,16,29,39,31,30,7,3,71,2024,18,39,7.70715277777779,0.833333333333333,2.29166666666667,0.0833333333333333,0.666666666666667,0.75,1.625,1.20833333333333,1.625,1.29166666666667,1.25,0.291666666666667,0.125,2.95833333333333,"PG",13.5,-1.4,0
"Saddiq Bey","ATL",25,63,0.444,2061.65833333333,290,697,113,358,170,203,411,92,51,11,863,2024,177,339,32.7247354497354,4.6031746031746,11.0634920634921,1.79365079365079,5.68253968253968,2.80952380952381,5.38095238095238,2.6984126984127,3.22222222222222,6.52380952380952,1.46031746031746,0.80952380952381,0.174603174603175,13.6984126984127,"SF",13.1,-1.8,0.1
"Sam Hauser","BOS",26,79,0.785,1740.585,249,558,197,465,17,19,276,82,40,25,712,2024,52,93,22.0327215189873,3.15189873417722,7.06329113924051,2.49367088607595,5.88607594936709,0.658227848101266,1.17721518987342,0.215189873417722,0.240506329113924,3.49367088607595,1.0379746835443,0.506329113924051,0.316455696202532,9.0126582278481,"SF",13,1.2,1.4
"Sam Merrill","CLE",28,61,0.59,1068.91833333333,158,393,143,354,26,28,120,108,19,4,485,2024,15,39,17.5232513661202,2.59016393442623,6.44262295081967,2.34426229508197,5.80327868852459,0.245901639344262,0.639344262295082,0.426229508196721,0.459016393442623,1.9672131147541,1.77049180327869,0.311475409836066,0.0655737704918033,7.95081967213115,"SG",13.1,0.5,0.7
"Sandro Mamukelashvili","SAS",25,46,0.261,450.958333333333,73,155,19,64,25,34,147,49,7,12,190,2024,54,91,9.8034420289855,1.58695652173913,3.3695652173913,0.41304347826087,1.39130434782609,1.17391304347826,1.97826086956522,0.543478260869565,0.739130434782609,3.19565217391304,1.06521739130435,0.152173913043478,0.260869565217391,4.1304347826087,"C",15.8,-0.5,0.2
"Santi Aldama","MEM",23,61,0.377,1618.05666666667,247,568,106,304,54,87,352,138,43,54,654,2024,141,264,26.5255191256831,4.04918032786885,9.31147540983607,1.73770491803279,4.98360655737705,2.31147540983607,4.32786885245902,0.885245901639344,1.42622950819672,5.77049180327869,2.26229508196721,0.704918032786885,0.885245901639344,10.7213114754098,"PF",13.1,-0.2,0.7
"Sasha Vezenkov","SAC",28,42,0.524,511.073333333333,84,191,45,120,12,15,96,19,20,7,225,2024,39,71,12.1684126984127,2,4.54761904761905,1.07142857142857,2.85714285714286,0.928571428571429,1.69047619047619,0.285714285714286,0.357142857142857,2.28571428571429,0.452380952380952,0.476190476190476,0.166666666666667,5.35714285714286,"PF",13.3,-0.9,0.1
"Scoot Henderson","POR",20,62,0.29,1765.39333333333,307,797,87,268,167,204,194,336,48,13,868,2024,220,529,28.4740860215053,4.95161290322581,12.8548387096774,1.40322580645161,4.32258064516129,3.54838709677419,8.53225806451613,2.69354838709677,3.29032258064516,3.12903225806452,5.41935483870968,0.774193548387097,0.209677419354839,14,"PG",9.5,-5.8,-1.7
"Scottie Barnes","TOR",22,60,0.367,2094.24833333333,447,942,101,296,196,251,494,363,75,88,1191,2024,346,646,34.9041388888888,7.45,15.7,1.68333333333333,4.93333333333333,5.76666666666667,10.7666666666667,3.26666666666667,4.18333333333333,8.23333333333333,6.05,1.25,1.46666666666667,19.85,"SG",19.5,3.7,3
"Scotty Pippen Jr.","MEM",23,21,0.238,526.828333333333,100,203,30,72,41,55,67,98,36,10,271,2024,70,131,25.0870634920635,4.76190476190476,9.66666666666667,1.42857142857143,3.42857142857143,3.33333333333333,6.23809523809524,1.95238095238095,2.61904761904762,3.19047619047619,4.66666666666667,1.71428571428571,0.476190476190476,12.9047619047619,"PG",16.4,1.3,0.4
"Seth Curry","CHA",33,44,0.568,615.413333333333,80,204,38,108,28,31,68,44,22,6,226,2024,42,96,13.9866666666667,1.81818181818182,4.63636363636364,0.863636363636364,2.45454545454545,0.954545454545455,2.18181818181818,0.636363636363636,0.704545454545455,1.54545454545455,1,0.5,0.136363636363636,5.13636363636364,"SG",9.9,-3.3,-0.2
"Seth Lundy","ATL",24,9,0.222,51.9833333333333,4,17,3,13,3,4,7,0,0,0,14,2024,1,4,5.77592592592592,0.444444444444444,1.88888888888889,0.333333333333333,1.44444444444444,0.111111111111111,0.444444444444444,0.333333333333333,0.444444444444444,0.777777777777778,0,0,0,1.55555555555556,"SF",0,-12.7,-0.1
"Shaedon Sharpe","POR",21,32,0.25,1059.01833333333,176,434,60,180,98,119,160,94,28,12,510,2024,116,254,33.0943229166666,5.5,13.5625,1.875,5.625,3.625,7.9375,3.0625,3.71875,5,2.9375,0.875,0.375,15.9375,"SG",11.4,-2.8,-0.2
"Shai Gilgeous-Alexander","OKC",25,75,0.733,2552.68666666667,796,1487,95,269,567,649,415,465,150,67,2254,2024,701,1218,34.0358222222223,10.6133333333333,19.8266666666667,1.26666666666667,3.58666666666667,9.34666666666667,16.24,7.56,8.65333333333333,5.53333333333333,6.2,2,0.893333333333333,30.0533333333333,"PG",29.3,9,7.1
"Shake Milton","NYK",27,48,0.667,581.16,79,195,18,64,40,49,75,60,19,6,216,2024,61,131,12.1075,1.64583333333333,4.0625,0.375,1.33333333333333,1.27083333333333,2.72916666666667,0.833333333333333,1.02083333333333,1.5625,1.25,0.395833333333333,0.125,4.5,"SG",9.2,-3.7,-0.3
"Shaquille Harrison","MEM",30,3,0.333,5.96666666666667,1,2,0,0,0,0,2,0,0,1,2,2024,1,2,1.98888888888889,0.333333333333333,0.666666666666667,0,0,0.333333333333333,0.666666666666667,0,0,0.666666666666667,0,0,0.333333333333333,0.666666666666667,"SG",15.9,4.6,0
"Sidy Cissoko","SAS",20,12,0.417,140.918333333333,16,33,1,12,12,15,22,10,7,3,45,2024,15,21,11.7431944444444,1.33333333333333,2.75,0.0833333333333333,1,1.25,1.75,1,1.25,1.83333333333333,0.833333333333333,0.583333333333333,0.25,3.75,"SF",12,-2.7,0
"Simone Fontecchio","DET",28,66,0.439,1643.89333333333,252,548,134,334,54,66,246,101,44,23,692,2024,118,214,24.9074747474747,3.81818181818182,8.3030303030303,2.03030303030303,5.06060606060606,1.78787878787879,3.24242424242424,0.818181818181818,1,3.72727272727273,1.53030303030303,0.666666666666667,0.348484848484849,10.4848484848485,"SF",12.1,-1,0.4
"Skylar Mays","LAL",26,38,0.368,433.271666666667,63,159,16,54,13,17,43,85,21,4,155,2024,47,105,11.4018859649123,1.65789473684211,4.18421052631579,0.421052631578947,1.42105263157895,1.23684210526316,2.76315789473684,0.342105263157895,0.447368421052632,1.13157894736842,2.23684210526316,0.552631578947368,0.105263157894737,4.07894736842105,"PG",12,-2,0
"Spencer Dinwiddie","LAL",31,76,0.5,2152.40833333333,251,640,124,368,169,210,205,356,51,22,795,2024,127,272,28.3211622807017,3.30263157894737,8.42105263157895,1.63157894736842,4.84210526315789,1.67105263157895,3.57894736842105,2.22368421052632,2.76315789473684,2.69736842105263,4.68421052631579,0.671052631578947,0.289473684210526,10.4605263157895,"PG",11.7,-1.9,0.1
"Stanley Umude","DET",25,24,0.167,307.121666666667,37,84,24,53,29,32,51,11,8,7,127,2024,13,31,12.7967361111111,1.54166666666667,3.5,1,2.20833333333333,0.541666666666667,1.29166666666667,1.20833333333333,1.33333333333333,2.125,0.458333333333333,0.333333333333333,0.291666666666667,5.29166666666667,"SG",11.4,-1.6,0
"Stephen Curry","GSW",36,74,0.581,2421.53833333333,650,1445,357,876,299,324,330,379,54,28,1956,2024,293,569,32.7234909909909,8.78378378378378,19.527027027027,4.82432432432432,11.8378378378378,3.95945945945946,7.68918918918919,4.04054054054054,4.37837837837838,4.45945945945946,5.12162162162162,0.72972972972973,0.378378378378378,26.4324324324324,"PG",20.6,5.2,4.4
"Svi Mykhailiuk","BOS",27,41,0.78,413.163333333333,57,137,42,108,6,9,51,35,11,1,162,2024,15,29,10.0771544715447,1.39024390243902,3.34146341463415,1.02439024390244,2.63414634146341,0.365853658536585,0.707317073170732,0.146341463414634,0.219512195121951,1.24390243902439,0.853658536585366,0.268292682926829,0.024390243902439,3.95121951219512,"SF",11.7,-1.8,0
"T.J. McConnell","IND",32,71,0.563,1290.97666666667,330,593,18,44,49,62,191,390,72,8,727,2024,312,549,18.1827699530517,4.64788732394366,8.35211267605634,0.253521126760563,0.619718309859155,4.3943661971831,7.73239436619718,0.690140845070423,0.873239436619718,2.69014084507042,5.49295774647887,1.01408450704225,0.112676056338028,10.2394366197183,"PG",20.9,3,1.6
