"Player","Tm","Age","G","win_pct","MP","FG","FGA","X3P","X3PA","FT","FTA","TRB","AST","STL","BLK","PTS","Year","X2P","X2PA","MP_pg","FG_pg","FGA_pg","X3P_pg","X3PA_pg","X2P_pg","X2PA_pg","FT_pg","FTA_pg","TRB_pg","AST_pg","STL_pg","BLK_pg","PTS_pg","Pos","PER","BPM","VORP"
"Jared Rhoden","DET",24,17,0.118,245.016666666667,33,66,12,31,5,8,33,14,3,13,83,2024,21,35,14.4127450980392,1.94117647058824,3.88235294117647,0.705882352941177,1.82352941176471,1.23529411764706,2.05882352941176,0.294117647058824,0.470588235294118,1.94117647058824,0.823529411764706,0.176470588235294,0.764705882352941,4.88235294117647,"SG",10.3,-2.5,0
"Jaren Jackson Jr.","MEM",24,66,0.333,2124.18,516,1161,117,366,337,417,365,154,80,106,1486,2024,399,795,32.1845454545455,7.81818181818182,17.5909090909091,1.77272727272727,5.54545454545455,6.04545454545455,12.0454545454545,5.10606060606061,6.31818181818182,5.53030303030303,2.33333333333333,1.21212121212121,1.60606060606061,22.5151515151515,"C",17.4,0.4,1.3
"Jarred Vanderbilt","LAL",25,29,0.483,581.236666666667,59,114,8,27,24,36,138,36,36,5,150,2024,51,87,20.0426436781609,2.03448275862069,3.93103448275862,0.275862068965517,0.931034482758621,1.75862068965517,3,0.827586206896552,1.24137931034483,4.75862068965517,1.24137931034483,1.24137931034483,0.172413793103448,5.17241379310345,"PF",11.6,-1.6,0
"Jarrett Allen","CLE",26,77,0.597,2442.06166666667,519,819,0,6,233,314,811,210,53,81,1271,2024,519,813,31.7150865800866,6.74025974025974,10.6363636363636,0,0.0779220779220779,6.74025974025974,10.5584415584416,3.02597402597403,4.07792207792208,10.5324675324675,2.72727272727273,0.688311688311688,1.05194805194805,16.5064935064935,"C",21.8,3,3.1
"Jason Preston","UTA",24,7,0.286,71.1333333333333,6,19,0,3,0,0,17,16,2,1,12,2024,6,16,10.1619047619048,0.857142857142857,2.71428571428571,0,0.428571428571429,0.857142857142857,2.28571428571429,0,0,2.42857142857143,2.28571428571429,0.285714285714286,0.142857142857143,1.71428571428571,"PG",10.5,-2.6,0
"JaVale McGee","SAC",36,46,0.609,339.361666666667,79,132,1,7,26,45,126,17,14,20,185,2024,78,125,7.37742753623189,1.71739130434783,2.8695652173913,0.0217391304347826,0.152173913043478,1.69565217391304,2.71739130434783,0.565217391304348,0.978260869565217,2.73913043478261,0.369565217391304,0.304347826086957,0.434782608695652,4.02173913043478,"C",19,-1.3,0.1
"Javon Freeman-Liberty","TOR",24,22,0.136,403.038333333333,55,124,10,42,33,36,70,40,10,4,153,2024,45,82,18.3199242424242,2.5,5.63636363636364,0.454545454545455,1.90909090909091,2.04545454545455,3.72727272727273,1.5,1.63636363636364,3.18181818181818,1.81818181818182,0.454545454545455,0.181818181818182,6.95454545454545,"PG",10.7,-5.2,-0.3
"Javonte Green","CHI",30,9,0.556,230.4,45,75,10,27,10,13,67,5,10,8,110,2024,35,48,25.6,5,8.33333333333333,1.11111111111111,3,3.88888888888889,5.33333333333333,1.11111111111111,1.44444444444444,7.44444444444444,0.555555555555556,1.11111111111111,0.888888888888889,12.2222222222222,"SF",20.2,2,0.2
"Javonte Smart","PHI",25,1,1,0.666666666666667,0,0,0,0,0,0,0,0,0,0,0,2024,0,0,0.666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,"PG",0,-8.3,0
"Jaxson Hayes","LAL",24,70,0.586,877.133333333333,126,175,0,8,51,82,211,33,34,29,303,2024,126,167,12.5304761904762,1.8,2.5,0,0.114285714285714,1.8,2.38571428571429,0.728571428571429,1.17142857142857,3.01428571428571,0.471428571428571,0.485714285714286,0.414285714285714,4.32857142857143,"C",14,-1.9,0
"Jay Huff","DEN",26,20,0.8,49.325,9,15,3,9,2,2,11,2,2,3,23,2024,6,6,2.46625,0.45,0.75,0.15,0.45,0.3,0.3,0.1,0.1,0.55,0.1,0.1,0.15,1.15,"C",18.5,1.3,0
"Jaylen Brown","BOS",27,70,0.743,2342.52166666667,627,1256,145,410,211,300,387,249,83,37,1610,2024,482,846,33.4645952380953,8.95714285714286,17.9428571428571,2.07142857142857,5.85714285714286,6.88571428571429,12.0857142857143,3.01428571428571,4.28571428571429,5.52857142857143,3.55714285714286,1.18571428571429,0.528571428571429,23,"SF",18.6,0.7,1.6
"Jaylen Nowell","DET",24,13,0.231,213.763333333333,34,78,6,29,7,9,24,19,4,2,81,2024,28,49,16.4433333333333,2.61538461538462,6,0.461538461538462,2.23076923076923,2.15384615384615,3.76923076923077,0.538461538461538,0.692307692307692,1.84615384615385,1.46153846153846,0.307692307692308,0.153846153846154,6.23076923076923,"SG",9.2,-5.4,-0.2
"Jaylin Williams","OKC",22,69,0.696,896.946666666667,95,228,53,144,33,41,234,110,28,27,276,2024,42,84,12.9992270531401,1.3768115942029,3.30434782608696,0.768115942028985,2.08695652173913,0.608695652173913,1.21739130434783,0.478260869565217,0.594202898550725,3.39130434782609,1.59420289855072,0.405797101449275,0.391304347826087,4,"C",12.7,1.1,0.7
"Jayson Tatum","BOS",26,74,0.77,2645.21333333333,672,1426,229,609,414,497,601,364,75,43,1987,2024,443,817,35.7461261261261,9.08108108108108,19.2702702702703,3.09459459459459,8.22972972972973,5.98648648648649,11.0405405405405,5.59459459459459,6.71621621621622,8.12162162162162,4.91891891891892,1.01351351351351,0.581081081081081,26.8513513513514,"PF",22.3,5.1,4.7
"JD Davison","BOS",21,8,1,39.01,5,12,3,7,3,4,10,10,1,1,16,2024,2,5,4.87625,0.625,1.5,0.375,0.875,0.25,0.625,0.375,0.5,1.25,1.25,0.125,0.125,2,"SG",18.8,3.3,0.1
"Jeff Green","HOU",37,78,0.5,1307.33833333333,167,366,53,160,122,149,178,70,16,31,509,2024,114,206,16.7607478632478,2.14102564102564,4.69230769230769,0.67948717948718,2.05128205128205,1.46153846153846,2.64102564102564,1.56410256410256,1.91025641025641,2.28205128205128,0.897435897435897,0.205128205128205,0.397435897435897,6.52564102564103,"PF",11.3,-2.1,0
"Jerami Grant","POR",30,54,0.315,1830.18666666667,383,850,111,276,255,312,191,152,45,34,1132,2024,272,574,33.8923456790124,7.09259259259259,15.7407407407407,2.05555555555556,5.11111111111111,5.03703703703704,10.6296296296296,4.72222222222222,5.77777777777778,3.53703703703704,2.81481481481481,0.833333333333333,0.62962962962963,20.962962962963,"PF",15.4,-0.1,0.9
"Jeremiah Robinson-Earl","NOP",23,39,0.564,334.313333333333,45,95,13,39,12,16,76,21,10,4,115,2024,32,56,8.57213675213674,1.15384615384615,2.43589743589744,0.333333333333333,1,0.82051282051282,1.43589743589744,0.307692307692308,0.41025641025641,1.94871794871795,0.538461538461538,0.256410256410256,0.102564102564103,2.94871794871795,"PF",11.8,-2.2,0
"Jeremy Sochan","SAS",21,74,0.243,2193.095,340,776,70,227,111,144,476,249,62,40,861,2024,270,549,29.6364189189189,4.59459459459459,10.4864864864865,0.945945945945946,3.06756756756757,3.64864864864865,7.41891891891892,1.5,1.94594594594595,6.43243243243243,3.36486486486486,0.837837837837838,0.540540540540541,11.6351351351351,"PF",11.4,-3.4,-0.8
"Jericho Sims","NYK",25,45,0.667,584.783333333333,38,55,0,0,16,24,147,25,8,19,92,2024,38,55,12.9951851851852,0.844444444444444,1.22222222222222,0,0,0.844444444444444,1.22222222222222,0.355555555555556,0.533333333333333,3.26666666666667,0.555555555555556,0.177777777777778,0.422222222222222,2.04444444444444,"C",10.9,-1.8,0
"Jerome Robinson","GSW",27,22,0.773,80.7166666666667,11,33,2,17,7,11,6,5,1,3,31,2024,9,16,3.6689393939394,0.5,1.5,0.0909090909090909,0.772727272727273,0.409090909090909,0.727272727272727,0.318181818181818,0.5,0.272727272727273,0.227272727272727,0.0454545454545455,0.136363636363636,1.40909090909091,"SG",5.7,-8.3,-0.1
"Jett Howard","ORL",20,18,0.5,66.5166666666667,10,30,7,25,2,4,7,6,2,2,29,2024,3,5,3.69537037037037,0.555555555555556,1.66666666666667,0.388888888888889,1.38888888888889,0.166666666666667,0.277777777777778,0.111111111111111,0.222222222222222,0.388888888888889,0.333333333333333,0.111111111111111,0.111111111111111,1.61111111111111,"SF",8.6,-1.8,0
"Jevon Carter","CHI",28,72,0.486,1003.60166666667,138,365,77,234,4,7,60,94,37,16,357,2024,61,131,13.9389120370371,1.91666666666667,5.06944444444444,1.06944444444444,3.25,0.847222222222222,1.81944444444444,0.0555555555555556,0.0972222222222222,0.833333333333333,1.30555555555556,0.513888888888889,0.222222222222222,4.95833333333333,"PG",8.5,-4,-0.5
"Jimmy Butler","MIA",34,60,0.55,2042.05833333333,396,793,60,145,394,459,318,298,79,17,1246,2024,336,648,34.0343055555555,6.6,13.2166666666667,1,2.41666666666667,5.6,10.8,6.56666666666667,7.65,5.3,4.96666666666667,1.31666666666667,0.283333333333333,20.7666666666667,"PF",22,4.6,3.4
"Jock Landale","HOU",28,56,0.5,763.46,106,206,10,40,52,65,172,65,20,33,274,2024,96,166,13.6332142857143,1.89285714285714,3.67857142857143,0.178571428571429,0.714285714285714,1.71428571428571,2.96428571428571,0.928571428571429,1.16071428571429,3.07142857142857,1.16071428571429,0.357142857142857,0.589285714285714,4.89285714285714,"C",15.6,-0.1,0.4
"Joe Harris","DET",32,16,0.25,169.978333333333,14,39,10,30,1,2,13,10,3,2,39,2024,4,9,10.6236458333333,0.875,2.4375,0.625,1.875,0.25,0.5625,0.0625,0.125,0.8125,0.625,0.1875,0.125,2.4375,"SG",4.6,-5.9,-0.2
"Joe Ingles","ORL",36,68,0.618,1169.03166666667,99,227,70,161,28,34,142,203,43,5,296,2024,29,66,17.1916421568628,1.45588235294118,3.33823529411765,1.02941176470588,2.36764705882353,0.426470588235294,0.970588235294118,0.411764705882353,0.5,2.08823529411765,2.98529411764706,0.632352941176471,0.0735294117647059,4.35294117647059,"SF",10.6,-0.5,0.5
"Joel Embiid","PHI",30,39,0.795,1309.37166666667,450,851,54,139,399,452,430,219,46,66,1353,2024,396,712,33.5736324786326,11.5384615384615,21.8205128205128,1.38461538461538,3.56410256410256,10.1538461538462,18.2564102564103,10.2307692307692,11.5897435897436,11.025641025641,5.61538461538461,1.17948717948718,1.69230769230769,34.6923076923077,"C",34.1,11.6,4.5
"John Collins","UTA",26,68,0.397,1901.06,397,746,86,232,147,185,575,77,40,61,1027,2024,311,514,27.9567647058824,5.83823529411765,10.9705882352941,1.26470588235294,3.41176470588235,4.57352941176471,7.55882352941176,2.16176470588235,2.72058823529412,8.45588235294118,1.13235294117647,0.588235294117647,0.897058823529412,15.1029411764706,"PF",17.5,-0.9,0.5
"John Konchar","MEM",28,55,0.327,1173.57333333333,88,208,38,120,21,25,257,110,51,51,235,2024,50,88,21.3376969696969,1.6,3.78181818181818,0.690909090909091,2.18181818181818,0.909090909090909,1.6,0.381818181818182,0.454545454545455,4.67272727272727,2,0.927272727272727,0.927272727272727,4.27272727272727,"SF",11.4,-0.4,0.5
"Johnny Davis","WAS",22,50,0.16,613.48,62,154,14,40,14,24,72,32,18,10,152,2024,48,114,12.2696,1.24,3.08,0.28,0.8,0.96,2.28,0.28,0.48,1.44,0.64,0.36,0.2,3.04,"SG",6.2,-6.6,-0.7
"Johnny Juzang","UTA",23,20,0.25,371.803333333333,51,110,32,77,10,14,36,23,4,2,144,2024,19,33,18.5901666666667,2.55,5.5,1.6,3.85,0.95,1.65,0.5,0.7,1.8,1.15,0.2,0.1,7.2,"SG",9.6,-3.7,-0.2
"Jonathan Isaac","ORL",26,58,0.603,914.61,146,286,42,112,59,82,260,30,43,70,393,2024,104,174,15.7691379310345,2.51724137931034,4.93103448275862,0.724137931034483,1.93103448275862,1.79310344827586,3,1.01724137931034,1.41379310344828,4.48275862068965,0.517241379310345,0.741379310344828,1.20689655172414,6.77586206896552,"PF",19.2,3.8,1.4
"Jonathan Kuminga","GSW",21,74,0.541,1949.51333333333,456,862,53,165,223,299,355,163,55,36,1188,2024,403,697,26.3447747747747,6.16216216216216,11.6486486486486,0.716216216216216,2.22972972972973,5.44594594594595,9.41891891891892,3.01351351351351,4.04054054054054,4.7972972972973,2.2027027027027,0.743243243243243,0.486486486486487,16.0540540540541,"PF",17,-0.4,0.8
"Jontay Porter","TOR",24,26,0.231,359.738333333333,40,104,20,60,15,18,82,60,20,20,115,2024,20,44,13.8360897435897,1.53846153846154,4,0.769230769230769,2.30769230769231,0.769230769230769,1.69230769230769,0.576923076923077,0.692307692307692,3.15384615384615,2.30769230769231,0.769230769230769,0.769230769230769,4.42307692307692,"PF",14.9,1.7,0.3
"Jordan Clarkson","UTA",32,55,0.4,1682.34166666667,337,816,91,309,177,201,188,277,35,6,942,2024,246,507,30.5880303030304,6.12727272727273,14.8363636363636,1.65454545454545,5.61818181818182,4.47272727272727,9.21818181818182,3.21818181818182,3.65454545454545,3.41818181818182,5.03636363636364,0.636363636363636,0.109090909090909,17.1272727272727,"SG",12.7,-4.5,-1.1
"Jordan Ford","SAC",26,6,0.333,21.8166666666667,4,7,2,3,2,2,2,2,0,0,12,2024,2,4,3.63611111111112,0.666666666666667,1.16666666666667,0.333333333333333,0.5,0.333333333333333,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0,0,2,"PG",16.8,2.2,0
"Jordan Goodwin","MEM",25,57,0.526,1055.77,141,382,42,141,44,59,253,155,48,18,368,2024,99,241,18.5222807017544,2.47368421052632,6.70175438596491,0.736842105263158,2.47368421052632,1.73684210526316,4.2280701754386,0.771929824561403,1.03508771929825,4.43859649122807,2.71929824561404,0.842105263157895,0.315789473684211,6.45614035087719,"PG",12.6,-1,0.3
"Jordan Hawkins","NOP",22,67,0.567,1160.58,174,456,109,298,67,80,148,70,19,7,524,2024,65,158,17.3220895522388,2.59701492537313,6.80597014925373,1.62686567164179,4.44776119402985,0.970149253731343,2.35820895522388,1,1.19402985074627,2.2089552238806,1.04477611940298,0.283582089552239,0.104477611940299,7.82089552238806,"SG",10.2,-3.1,-0.3
"Jordan McLaughlin","MIN",28,56,0.625,626.12,70,145,42,89,13,18,72,110,35,7,195,2024,28,56,11.1807142857143,1.25,2.58928571428571,0.75,1.58928571428571,0.5,1,0.232142857142857,0.321428571428571,1.28571428571429,1.96428571428571,0.625,0.125,3.48214285714286,"PG",15.5,4.2,1
"Jordan Miller","LAC",24,8,0.625,28.1916666666667,5,9,1,2,2,2,5,0,0,0,13,2024,4,7,3.52395833333334,0.625,1.125,0.125,0.25,0.5,0.875,0.25,0.25,0.625,0,0,0,1.625,"SF",14.1,-3.8,0
"Jordan Nwora","TOR",25,52,0.269,711.393333333333,138,299,44,131,44,53,149,62,26,13,364,2024,94,168,13.680641025641,2.65384615384615,5.75,0.846153846153846,2.51923076923077,1.80769230769231,3.23076923076923,0.846153846153846,1.01923076923077,2.86538461538462,1.19230769230769,0.5,0.25,7,"SF",13.7,-2.5,-0.1
"Jordan Poole","WAS",25,78,0.192,2345.555,490,1186,184,564,192,219,212,343,86,25,1356,2024,306,622,30.0712179487179,6.28205128205128,15.2051282051282,2.35897435897436,7.23076923076923,3.92307692307692,7.97435897435897,2.46153846153846,2.80769230769231,2.71794871794872,4.3974358974359,1.1025641025641,0.320512820512821,17.3846153846154,"SG",12.1,-3.9,-1.2
"Jordan Walsh","BOS",20,9,1,83.4733333333333,6,15,2,9,1,2,20,5,5,1,15,2024,4,6,9.27481481481481,0.666666666666667,1.66666666666667,0.222222222222222,1,0.444444444444444,0.666666666666667,0.111111111111111,0.222222222222222,2.22222222222222,0.555555555555556,0.555555555555556,0.111111111111111,1.66666666666667,"SF",8.4,-3.8,0
"Jose Alvarado","NOP",26,56,0.679,1028.37,142,345,78,207,35,52,128,117,59,15,397,2024,64,138,18.36375,2.53571428571429,6.16071428571429,1.39285714285714,3.69642857142857,1.14285714285714,2.46428571428571,0.625,0.928571428571429,2.28571428571429,2.08928571428571,1.05357142857143,0.267857142857143,7.08928571428571,"PG",12.5,-0.1,0.5
"Josh Giddey","OKC",21,80,0.7,2011.55833333333,402,847,82,243,100,124,514,386,52,44,986,2024,320,604,25.1444791666666,5.025,10.5875,1.025,3.0375,4,7.55,1.25,1.55,6.425,4.825,0.65,0.55,12.325,"SG",16.6,1.5,1.8
"Josh Green","DAL",23,57,0.561,1504.72,179,374,72,187,39,57,184,130,47,9,469,2024,107,187,26.3985964912281,3.14035087719298,6.56140350877193,1.26315789473684,3.28070175438596,1.87719298245614,3.28070175438596,0.684210526315789,1,3.2280701754386,2.28070175438596,0.824561403508772,0.157894736842105,8.2280701754386,"SG",9.9,-2.7,-0.3
"Josh Hart","NYK",29,81,0.605,2706.77166666667,295,679,80,258,91,115,675,331,75,23,761,2024,215,421,33.4169341563786,3.64197530864198,8.38271604938272,0.987654320987654,3.18518518518519,2.65432098765432,5.19753086419753,1.12345679012346,1.41975308641975,8.33333333333333,4.08641975308642,0.925925925925926,0.283950617283951,9.39506172839506,"SF",11.8,0,1.4
"Josh Minott","MIN",21,32,0.719,91.4283333333333,17,36,4,10,12,14,17,8,5,5,50,2024,13,26,2.85713541666667,0.53125,1.125,0.125,0.3125,0.40625,0.8125,0.375,0.4375,0.53125,0.25,0.15625,0.15625,1.5625,"SF",20.4,5.1,0.2
"Josh Okogie","PHX",25,60,0.617,959.715,86,206,29,94,76,102,154,64,48,24,277,2024,57,112,15.99525,1.43333333333333,3.43333333333333,0.483333333333333,1.56666666666667,0.95,1.86666666666667,1.26666666666667,1.7,2.56666666666667,1.06666666666667,0.8,0.4,4.61666666666667,"SG",12,-0.5,0.4
"Josh Richardson","MIA",30,43,0.558,1102.83,154,347,66,190,51,54,121,105,24,14,425,2024,88,157,25.6472093023256,3.58139534883721,8.06976744186047,1.53488372093023,4.41860465116279,2.04651162790698,3.65116279069767,1.18604651162791,1.25581395348837,2.81395348837209,2.44186046511628,0.558139534883721,0.325581395348837,9.88372093023256,"SG",11.4,-1.3,0.2
"Joshua Primo","LAC",21,2,1,10.2666666666667,1,3,0,1,0,0,1,0,0,1,2,2024,1,2,5.13333333333335,0.5,1.5,0,0.5,0.5,1,0,0,0.5,0,0,0.5,1,"SG",-12.8,-25,-0.1
"Jrue Holiday","BOS",34,69,0.768,2263.27833333333,331,689,138,322,60,72,373,333,61,53,860,2024,193,367,32.8011352657004,4.79710144927536,9.98550724637681,2,4.66666666666667,2.79710144927536,5.31884057971014,0.869565217391304,1.04347826086957,5.40579710144928,4.82608695652174,0.884057971014493,0.768115942028985,12.463768115942,"PG",14.4,2.1,2.4
"JT Thor","CHA",21,63,0.254,780.626666666667,80,183,28,81,11,20,146,29,11,27,199,2024,52,102,12.3908994708995,1.26984126984127,2.9047619047619,0.444444444444444,1.28571428571429,0.825396825396825,1.61904761904762,0.174603174603175,0.317460317460317,2.31746031746032,0.46031746031746,0.174603174603175,0.428571428571429,3.15873015873016,"PF",9.1,-4.5,-0.5
"Juan Toscano-Anderson","SAC",31,11,0.636,52.6633333333333,3,12,1,4,0,0,14,4,1,1,7,2024,2,8,4.78757575757575,0.272727272727273,1.09090909090909,0.0909090909090909,0.363636363636364,0.181818181818182,0.727272727272727,0,0,1.27272727272727,0.363636363636364,0.0909090909090909,0.0909090909090909,0.636363636363636,"SF",2.5,-9.4,-0.1
"Jules Bernard","WAS",24,19,0.105,149.275,29,64,11,29,5,9,26,16,3,1,74,2024,18,35,7.85657894736842,1.52631578947368,3.36842105263158,0.578947368421053,1.52631578947368,0.947368421052632,1.84210526315789,0.263157894736842,0.473684210526316,1.36842105263158,0.842105263157895,0.157894736842105,0.0526315789473684,3.89473684210526,"SG",12.7,-3,0
"Julian Champagnie","SAS",23,74,0.257,1467.875,164,402,101,277,75,92,206,103,48,42,504,2024,63,125,19.8361486486486,2.21621621621622,5.43243243243243,1.36486486486486,3.74324324324324,0.851351351351351,1.68918918918919,1.01351351351351,1.24324324324324,2.78378378378378,1.39189189189189,0.648648648648649,0.567567567567568,6.81081081081081,"SF",10.6,-1.9,0
"Julian Phillips","CHI",20,40,0.5,322.55,32,77,12,38,13,19,36,13,7,7,89,2024,20,39,8.06375,0.8,1.925,0.3,0.95,0.5,0.975,0.325,0.475,0.9,0.325,0.175,0.175,2.225,"SF",7,-5.3,-0.3
"Julian Strawther","DEN",22,50,0.68,545.415,82,222,41,138,22,31,61,47,17,7,227,2024,41,84,10.9083,1.64,4.44,0.82,2.76,0.82,1.68,0.44,0.62,1.22,0.94,0.34,0.14,4.54,"SF",8.2,-6,-0.6
"Julius Randle","NYK",29,46,0.63,1630.095,395,836,76,244,236,302,423,229,25,12,1102,2024,319,592,35.436847826087,8.58695652173913,18.1739130434783,1.65217391304348,5.30434782608696,6.93478260869565,12.8695652173913,5.1304347826087,6.56521739130435,9.19565217391304,4.97826086956522,0.543478260869565,0.260869565217391,23.9565217391304,"PF",18.9,1.9,1.6
"Justin Champagnie","WAS",23,15,0.2,234.838333333333,32,78,13,45,12,15,53,19,10,9,89,2024,19,33,15.6558888888889,2.13333333333333,5.2,0.866666666666667,3,1.26666666666667,2.2,0.8,1,3.53333333333333,1.26666666666667,0.666666666666667,0.6,5.93333333333333,"SF",13.6,-1.8,0
"Justin Holiday","DEN",35,58,0.655,862.013333333333,88,194,55,136,3,4,71,67,36,9,234,2024,33,58,14.8622988505747,1.51724137931034,3.3448275862069,0.948275862068966,2.3448275862069,0.568965517241379,1,0.0517241379310345,0.0689655172413793,1.22413793103448,1.1551724137931,0.620689655172414,0.155172413793103,4.03448275862069,"SG",9.7,-1.6,0.1
"Justin Jackson","MIN",29,2,1,0.7,0,0,0,0,0,0,0,0,0,0,0,2024,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,"SF",0,-7.5,0
"Justin Minaya","POR",25,34,0.088,380.983333333333,22,74,12,49,5,9,56,21,9,10,61,2024,10,25,11.2053921568627,0.647058823529412,2.17647058823529,0.352941176470588,1.44117647058824,0.294117647058824,0.735294117647059,0.147058823529412,0.264705882352941,1.64705882352941,0.617647058823529,0.264705882352941,0.294117647058824,1.79411764705882,"SF",5.8,-5.6,-0.3
"Kaiser Gates","NOP",27,1,0,7.43333333333333,0,4,0,2,0,0,1,0,0,0,0,2024,0,2,7.43333333333333,0,4,0,2,0,2,0,0,1,0,0,0,0,"SF",-19.9,-28.8,-0.1
"Karl-Anthony Towns","MIN",28,62,0.677,2025.565,479,951,136,327,255,292,515,189,43,41,1349,2024,343,624,32.6704032258065,7.7258064516129,15.3387096774194,2.19354838709677,5.2741935483871,5.53225806451613,10.0645161290323,4.11290322580645,4.70967741935484,8.30645161290323,3.04838709677419,0.693548387096774,0.661290322580645,21.758064516129,"PF",18.8,2.5,2.3
"Kawhi Leonard","LAC",33,68,0.647,2330.04,610,1162,140,336,253,286,416,244,111,59,1613,2024,470,826,34.2652941176471,8.97058823529412,17.0882352941176,2.05882352941176,4.94117647058824,6.91176470588235,12.1470588235294,3.72058823529412,4.20588235294118,6.11764705882353,3.58823529411765,1.63235294117647,0.867647058823529,23.7205882352941,"SF",23.2,5.5,4.4
"Keegan Murray","SAC",23,77,0.558,2588.56666666667,443,975,183,511,103,124,420,129,79,59,1172,2024,260,464,33.617748917749,5.75324675324675,12.6623376623377,2.37662337662338,6.63636363636364,3.37662337662338,6.02597402597403,1.33766233766234,1.61038961038961,5.45454545454545,1.67532467532468,1.02597402597403,0.766233766233766,15.2207792207792,"SF",13.3,-0.9,0.8
"Keita Bates-Diop","BKN",28,53,0.547,664.59,72,166,21,69,32,42,110,38,25,22,197,2024,51,97,12.5394339622642,1.35849056603774,3.13207547169811,0.39622641509434,1.30188679245283,0.962264150943396,1.83018867924528,0.60377358490566,0.792452830188679,2.07547169811321,0.716981132075472,0.471698113207547,0.415094339622642,3.71698113207547,"SF",11.5,-1,0.2
"Keldon Johnson","SAS",24,69,0.246,2038.36166666667,391,862,127,367,175,221,377,195,51,20,1084,2024,264,495,29.5414734299517,5.66666666666667,12.4927536231884,1.84057971014493,5.31884057971014,3.82608695652174,7.17391304347826,2.53623188405797,3.20289855072464,5.46376811594203,2.82608695652174,0.739130434782609,0.289855072463768,15.7101449275362,"SF",14.2,-1.7,0.2
"Kelly Olynyk","TOR",33,78,0.397,1758.73,276,497,60,155,150,180,411,347,74,30,762,2024,216,342,22.5478205128205,3.53846153846154,6.37179487179487,0.769230769230769,1.98717948717949,2.76923076923077,4.38461538461539,1.92307692307692,2.30769230769231,5.26923076923077,4.44871794871795,0.948717948717949,0.384615384615385,9.76923076923077,"C",17.4,1.8,1.7
"Kelly Oubre Jr.","PHI",28,68,0.588,2055.32,387,878,101,325,174,232,341,101,77,47,1049,2024,286,553,30.2252941176471,5.69117647058824,12.9117647058824,1.48529411764706,4.77941176470588,4.20588235294118,8.13235294117647,2.55882352941176,3.41176470588235,5.01470588235294,1.48529411764706,1.13235294117647,0.691176470588235,15.4264705882353,"SF",13.5,-2.3,-0.1
"Kendall Brown","IND",21,15,0.667,62.5083333333333,8,15,0,2,5,8,5,5,0,0,21,2024,8,13,4.16722222222222,0.533333333333333,1,0,0.133333333333333,0.533333333333333,0.866666666666667,0.333333333333333,0.533333333333333,0.333333333333333,0.333333333333333,0,0,1.4,"SG",7.6,-6.8,-0.1
"Kenneth Lofton Jr.","UTA",21,21,0.333,198.301666666667,36,78,7,24,17,26,38,33,6,5,96,2024,29,54,9.44293650793652,1.71428571428571,3.71428571428571,0.333333333333333,1.14285714285714,1.38095238095238,2.57142857142857,0.80952380952381,1.23809523809524,1.80952380952381,1.57142857142857,0.285714285714286,0.238095238095238,4.57142857142857,"PF",14.7,-0.3,0.1
"Kenrich Williams","OKC",29,69,0.71,1029.00666666667,131,280,56,141,7,14,209,93,38,9,325,2024,75,139,14.9131400966184,1.89855072463768,4.05797101449275,0.811594202898551,2.04347826086957,1.08695652173913,2.01449275362319,0.101449275362319,0.202898550724638,3.02898550724638,1.34782608695652,0.550724637681159,0.130434782608696,4.71014492753623,"PF",11.9,-0.8,0.3
"Kentavious Caldwell-Pope","DEN",31,76,0.711,2401.75666666667,270,587,125,308,101,113,183,183,98,42,766,2024,145,279,31.6020614035088,3.55263157894737,7.72368421052632,1.64473684210526,4.05263157894737,1.90789473684211,3.67105263157895,1.32894736842105,1.48684210526316,2.40789473684211,2.40789473684211,1.28947368421053,0.552631578947368,10.0789473684211,"SG",10.7,-1.4,0.4
"Keon Ellis","SAC",24,57,0.579,978.485,107,232,70,168,26,35,124,85,51,29,310,2024,37,64,17.1664035087719,1.87719298245614,4.07017543859649,1.2280701754386,2.94736842105263,0.649122807017544,1.12280701754386,0.456140350877193,0.614035087719298,2.17543859649123,1.49122807017544,0.894736842105263,0.508771929824561,5.43859649122807,"SG",12,1.2,0.8
"Keon Johnson","BKN",22,5,0,61.4016666666667,8,21,4,10,11,12,7,3,3,1,31,2024,4,11,12.2803333333333,1.6,4.2,0.8,2,0.8,2.2,2.2,2.4,1.4,0.6,0.6,0.2,6.2,"SG",13.1,-2.7,0
"Kessler Edwards","SAC",23,54,0.593,274.741666666667,34,82,20,52,5,9,42,15,10,4,93,2024,14,30,5.08780864197532,0.62962962962963,1.51851851851852,0.37037037037037,0.962962962962963,0.259259259259259,0.555555555555556,0.0925925925925926,0.166666666666667,0.777777777777778,0.277777777777778,0.185185185185185,0.0740740740740741,1.72222222222222,"SF",10.3,-1.5,0
"Kevin Durant","PHX",35,75,0.587,2790.63666666667,751,1436,168,407,362,423,495,378,69,91,2032,2024,583,1029,37.2084888888889,10.0133333333333,19.1466666666667,2.24,5.42666666666667,7.77333333333333,13.72,4.82666666666667,5.64,6.6,5.04,0.92,1.21333333333333,27.0933333333333,"PF",21.2,4,4.3
